Job Title,Company,Location,Job Type,Date Posted,Job Link
BUSINESS DEVELOPMENT EXECUTIVE,SPARK+ Technologies,Margao,FULL-TIME,Posted 4 days ago,https://startupgoa.org/job/spark-technologies-full-time-business-development-executive-2/
MARCOM CONTENT STRATEGY & CREATIVE PRODUCTION,The Grit City,Panjim,INTERNSHIP,Posted 5 days ago,https://startupgoa.org/job/the-grit-city-goa-internship-marcom-content-strategy-creative-production/
SALES EXECUTIVE,Tangentia,Porvorim,FULL-TIME,Posted 5 days ago,https://startupgoa.org/job/tangentia-porvorim-full-time-sales-executive/
SERVICE ENGINEERS,Caculo Earthmovers,Verna,FULL-TIME,Posted 6 days ago,https://startupgoa.org/job/caculo-earthmovers-panaji-full-time-service-engineers/
BODYSHOP TEAMLEADER,Caculo Honda,Verna,FULL-TIME,Posted 6 days ago,https://startupgoa.org/job/caculo-honda-verna-full-time-bodyshop-teamleader/
TECHNICIAN,Caculo Motors,Verna,FULL-TIME,Posted 6 days ago,https://startupgoa.org/job/caculo-motors-verna-full-time-technician/
FOOD & BEVERAGE ASSOCIATE,Caculo Hospitality LLP,Panjim,FULL-TIME,Posted 6 days ago,https://startupgoa.org/job/caculo-hospitality-llp-panaji-full-time-food-beverage-associate/
TRAINING MANAGER,Acacia Hotel & Spa Candolim,Calangute,FULL-TIME,Posted 1 week ago,https://startupgoa.org/job/acacia-hotel-spa-candolim-candolim-full-time-training-manager/
ACCOUNTS OFFICE – A TRAVEL TECH COMPANY,BTD,Panjim,FULL-TIME,Posted 2 weeks ago,https://startupgoa.org/job/btd-panjim-goa-full-time-accounts-office-a-travel-tech-company/
JR MARKETING NINJA ( DARE TO APPLY JOB ),DeeSolutions IT,Vasco,FULL-TIME,Posted 2 weeks ago,https://startupgoa.org/job/deesolutions-it-full-time-jr-marketing-ninja-dare-to-apply-job/
TECHNICAL SUPPORT ASSOCIATE,WebFills,Margao,FULL-TIME,Posted 2 weeks ago,https://startupgoa.org/job/webfills-margao-full-time-technical-support-associate-6/
SOFTWARE TESTER,Photojaanic,Mapusa,FREELANCE,Posted 3 weeks ago,https://startupgoa.org/job/photojaanic-mapusa-goa-freelance-software-tester/
SOUND / AV ENGINEER,Reynold Events and Promotions,Verna,FULL-TIME,Posted 3 weeks ago,https://startupgoa.org/job/reynold-events-and-promotions-goa-full-time-sound-av-engineer/
LIGHT ENGINEER,Reynold Events and Promotions,Verna,FULL-TIME,Posted 3 weeks ago,https://startupgoa.org/job/reynold-events-and-promotions-goa-full-time-light-engineer/
EVENT COORDINATOR,Reynold Events and Promotions,Verna,FULL-TIME,Posted 3 weeks ago,https://startupgoa.org/job/reynold-events-and-promotions-goa-full-time-event-coordinator/
SALES EXECUTIVE,Reynold Events and Promotions,Verna,FULL-TIME,Posted 3 weeks ago,https://startupgoa.org/job/reynold-events-and-promotions-goa-full-time-sales-executive-2/
SEO INTERN,SPARK+ Technologies,Margao,INTERNSHIP,Posted 3 weeks ago,https://startupgoa.org/job/spark-technologies-remote-internship-seo-intern/
BACKEND DEVELOPER (NODE.JS),Upfound AI,Porvorim,FULL-TIME,Posted 3 weeks ago,https://startupgoa.org/job/upfound-ai-porvorim-full-time-backend-developer-node-js/
ADMIN & OPERATIONS COORDINATOR,Big Little Feelings,Porvorim,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/big-little-feelings-porvorim-full-time-admin-operations-coordinator/
OPERATIONS ADVISOR,AdvantEdge Advisory,Other,FREELANCE,Posted 4 weeks ago,https://startupgoa.org/job/advantedge-advisory-freelance-operations-advisor/
RECRUITMENT OFFICER,Black Tiger Security Agency,Margao,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/black-tiger-security-agency-margao-full-time-recruitment-officer/
SALES OPERATIONS COORDINATOR,Origins And Horizons,Panjim,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/origins-and-horizons-panjim-full-time-sales-operations-coordinator/
MARKETING OFFICER,Black Tiger Security Agency,Margao,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/black-tiger-security-agency-margao-full-time-marketing-officer/
ADMIN EXECUTIVE,Black Tiger Security Agency,Margao,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/black-tiger-security-agency-margao-full-time-admin-executive/
FEMALE HR/RECEPTIONIST,Black Tiger Security Agency,Mapusa,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/black-tiger-security-agency-mapusa-full-time-female-hr-receptionist/
BACK OFFICE EXECUTIVE – OPERATIONS,Jobs for Goan,Panjim,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/jobs-for-goan-miramar-full-time-back-office-executive-operations/
TRAINING SPECIALIST,Jobs for Goan,Porvorim,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/jobs-for-goan-porvorim-full-time-training-specialist/
CLIENT INVOICING SPECIALIST,Jobs for Goan,Porvorim,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/jobs-for-goan-porvorim-full-time-client-invoicing-specialist/
CONTENT CREATOR,Cleverhat Studios,Other,FULL-TIME,Posted 4 weeks ago,https://startupgoa.org/job/cleverhat-studios-hyderabad-full-time-content-creator/
RESERVATION ASSOCIATE,Acacia Hotel & Spa Candolim,Calangute,FULL-TIME,Posted 1 month ago,https://startupgoa.org/job/acacia-hotel-spa-candolim-candolim-full-time-reservation-associate/
FRONT OFFICE SUPERVISOR / ASSOCIATE,Acacia Hotel & Spa Candolim,Calangute,FULL-TIME,Posted 1 month ago,https://startupgoa.org/job/acacia-hotel-spa-candolim-candolim-full-time-front-office-supervisor-associate/
RESERVATION EXECUTIVE,Acacia Hotel & Spa Candolim,Calangute,FULL-TIME,Posted 1 month ago,https://startupgoa.org/job/acacia-hotel-spa-candolim-candolim-full-time-reservation-executive/
JUNIOR DEVELOPER INTERN,SPARK+ Technologies,Panjim,INTERNSHIP,Posted 1 month ago,https://startupgoa.org/job/spark-technologies-internship-junior-developer-intern/
BUSINESS DEVELOPMENT EXECUTIVE,SPARK+ Technologies,Panjim,FULL-TIME,Posted 1 month ago,https://startupgoa.org/job/spark-technologies-full-time-business-development-executive/
MARKETING EXECUTIVE,SPARK+ Technologies,Panjim,FULL-TIME,Posted 1 month ago,https://startupgoa.org/job/spark-technologies-goa-full-time-marketing-executive-2/
APPLICATION SUPPORT EXECUTIVE,RV Solutions,Mapusa,FULL-TIME,Posted 1 month ago,https://startupgoa.org/job/rv-solutions-goa-full-time-application-support-executive/
"JUNIOR FULL STACK DEVELOPER (JAVA,REACT)",StoreBuilder,Panjim,FULL-TIME,Posted 1 month ago,https://startupgoa.org/job/storebuilder-remote-full-time-junior-full-stack-developer-java/
DESKTOP SUPPORT ENGINEER,Ritsnet PVT LTD,Margao,FULL-TIME,Posted 2 months ago,https://startupgoa.org/job/ritsnet-pvt-ltd-madgaon-goa-full-time-desktop-support-engineer/
SALES EXECUTIVE,Wafer Technologies,Panjim,FULL-TIME,Posted 2 months ago,https://startupgoa.org/job/wafer-technologies-ground-floor-sri-chinmoy-apartments-st-marys-colony-rd-number-1-st-mary-colony-miramar-panaji-goa-403001-full-time-sales-executive/
OPERATIONS ASSISTANT,Endure Technology Solutions Pvt. Ltd.,Margao,FULL-TIME,Posted 2 months ago,https://startupgoa.org/job/endure-technology-solutions-pvt-ltd-madgaon-full-time-operations-assistant/
ARCHITECT,THE ATELIER,Vasco,FULL-TIME,Posted 2 months ago,https://startupgoa.org/job/the-atelier-vasco-full-time-architect/
TECHNICAL SUPPORT ASSOCIATE,RV Solutions,Mapusa,FULL-TIME,Posted 2 months ago,https://startupgoa.org/job/rv-solutions-goa-full-time-technical-support-associate/
HR INTERN | REMOTE,Sofueled,Panjim,INTERNSHIP,Posted 2 months ago,https://startupgoa.org/job/sofueled-internship-hr-intern-remote/
JUNIOR DEVELOPER INTERN,SPARK+ Technologies,Panjim,INTERNSHIP,Posted 2 months ago,https://startupgoa.org/job/spark-technologies-goa-internship-junior-developer-intern/
DIGITAL MARKETER,HomOfix Company,Other,FULL-TIME,Posted 2 months ago,https://startupgoa.org/job/homofix-company-delhi-full-time-digital-marketer/
PRODUCT DEVELOPMENT EXECUTIVE,SPARK+ Technologies,Panjim,FULL-TIME,Posted 2 months ago,https://startupgoa.org/job/spark-technologies-goa-full-time-product-development-executive/
PRODUCT MANAGEMENT INTERN,SPARK+ Technologies,Panjim,INTERNSHIP,Posted 2 months ago,https://startupgoa.org/job/spark-technologies-goa-internship-product-management-intern/
MARKETING EXECUTIVE,SPARK+ Technologies,Panjim,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/spark-technologies-goa-full-time-marketing-executive/
HR AND ACCOUNTS EXECUTIVE,SPARK+ Technologies,Panjim,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/spark-technologies-goa-full-time-hr-and-accounts-executive/
B2B LEAD GENERATION FOR MSPS,The Lead Market,Panjim,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/the-lead-market-roseland-full-time-b2b-lead-generation-for-msps/
SENIOR PYTHON ARCHITECT,Numino Labs Pvt Ltd,Verna,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/numino-labs-pvt-ltd-verna-goa-full-time-senior-python-architect/
PYTHON ARCHITECT,Numino Labs Pvt Ltd,Verna,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/numino-labs-pvt-ltd-goa-full-time-python-architect/
REACT NATIVE,Wafer Technologies,Panjim,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/wafer-technologies-ground-floor-sri-chinmoy-apartments-st-marys-colony-rd-number-1-st-mary-colony-miramar-panaji-goa-403001-full-time-react-native/
OFFICE ASSISTANT,GOA PRISM DIGITAL MEDIA,Panjim,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/goa-prism-digital-media-goa-full-time-office-assistant/
FULL STACK DEVELOPER,Wafer Technologies,Panjim,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/wafer-technologies-ground-floor-sri-chinmoy-apartments-st-marys-colony-rd-number-1-st-mary-colony-miramar-panaji-goa-403001-full-time-full-stack-developer/
INSIDE SALES EXECUTIVE – HOSPITALITY OR TRAVEL,Jobs for Goan,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/jobs-for-goan-margoa-full-time-inside-sales-executive-hospitality-or-travel/
ACCOUNTS EXECUTIVE,Jobs for Goan,Mapusa,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/jobs-for-goan-mapusa-full-time-accounts-executive/
GRAPHICS DESIGNER CUM SOCIAL MEDIA EXECUTIVE,Leigia Solutions,Panjim,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/leigia-solutions-full-time-graphics-designer-cum-social-media-executive/
CUSTOMER SUPPORT ENGINEER,RELIABLE SOFTWARE,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/reliable-software-margao-full-time-customer-support-engineer-3/
MOBILE INTEGRATION SUPPORT ENGINEER,Spintly India Private Ltd.,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/spintly-india-private-ltd-goa-full-time-mobile-integration-support-engineer/
PROJECT MANAGER – TECHNOLOGY,Spintly India Private Ltd.,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/spintly-india-private-ltd-goa-full-time-project-manager-technology/
HARDWARE DESIGN ENGINEER,Spintly India Private Ltd.,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/spintly-india-private-ltd-goa-full-time-hardware-design-engineer/
FIRMWARE DEVELOPER,Spintly India Private Ltd.,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/spintly-india-private-ltd-goa-full-time-firmware-developer/
PRE-SALES ENGINEER,Spintly India Private Ltd.,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/spintly-india-private-ltd-goa-full-time-pre-sales-engineer/
GRAPHIC DESIGN,Minus Equals Plus,Porvorim,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/minus-equals-plus-full-time-graphic-design/
TRAINEE (DATA SCIENCE),Endure Technology Solutions Pvt. Ltd.,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/endure-technology-solutions-pvt-ltd-full-time-trainee-data-science/
VISUAL & MULTIMEDIA DESIGNER (TRAINEE),Endure Technology Solutions Pvt. Ltd.,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/endure-technology-solutions-pvt-ltd-madgaon-full-time-visual-multimedia-designer-trainee/
DIGITAL MARKETING INTERN,OLDBOY,Saligao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/oldboy-goa-full-time-digital-marketing-intern/
DIGITAL MARKETING TRAINEE,Endure Technology Solutions Pvt. Ltd.,Margao,FULL-TIME,Posted 3 months ago,https://startupgoa.org/job/endure-technology-solutions-pvt-ltd-madgaon-full-time-digital-marketing-trainee/
GRAPHICS DESIGN,Sunshell Digital Marketing Agency,Porvorim,INTERNSHIP,Posted 3 months ago,https://startupgoa.org/job/sunshell-digital-marketing-agency-porvorim-goa-internship-graphics-design/
DIGITAL MARKETING INTERN,Sunshell Digital Marketing Agency,Porvorim,INTERNSHIP,Posted 3 months ago,https://startupgoa.org/job/sunshell-digital-marketing-agency-porvorim-goa-internship-digital-marketing-intern/
MARKETING INTERN,Sun360,Vasco,INTERNSHIP,Posted 4 months ago,https://startupgoa.org/job/sun360-south-goa-internship-marketing-intern/
AI LAB MENTOR,AI Business School,Panjim,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/ai-business-school-goa-full-time-ai-lab-mentor/
CORPORATE RELATIONS & PLACEMENTS ASSOCIATE,AI Business School,Panjim,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/ai-business-school-goa-full-time-corporate-relations-placements-associate/
SENIOR FLUTTER DEVELOPER,Tatvartha WealthNest AI Pvt Ltd,Mapusa,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/tatvartha-wealthnest-ai-pvt-ltd-remote-full-time-senior-flutter-developer/
SENIOR PYTHON ENGINEER,Tatvartha WealthNest AI Pvt Ltd,Mapusa,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/tatvartha-wealthnest-ai-pvt-ltd-remote-full-time-senior-python-engineer/
GRAPHICS DESIGNER / VIDEO EDITOR,Sunshell Digital Marketing Agency,Porvorim,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/sunshell-digital-marketing-agency-porvorim-full-time-graphics-designer-video-editor/
DIGITAL MARKETING INTERNS,fishermanshub.com,Mapusa,INTERNSHIP,Posted 4 months ago,https://startupgoa.org/job/fishermanshub-com-mapusa-goa-internship-digital-marketing-interns/
DIGITAL MARKETING EXECUTIVE FOR AN ECOMMERCE COMPANY,fishermanshub.com,Mapusa,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/fishermanshub-com-mapusa-goa-full-time-marketing-executive-for-an-ecommerce-company/
QUALITY ANALYST,Spintly India Pvt Ltd,Margao,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/spintly-india-pvt-ltd-fatorda-full-time-quality-analyst/
PRE-SALES ENGINEER,Spintly India Pvt Ltd,Margao,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/spintly-india-pvt-ltd-fatorda-full-time-pre-sales-engineer/
INTEGRATION SUPPORT ENGINEER,Spintly India Pvt Ltd,Margao,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/spintly-india-pvt-ltd-fatorda-full-time-integration-support-engineer/
SOFTWARE SUPPORT ENGINEER,Spintly India Pvt Ltd,Margao,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/spintly-india-pvt-ltd-fatorda-full-time-software-support-engineer/
IT INTERNSHIP,Maya HR Solutions,Other,INTERNSHIP,Posted 4 months ago,https://startupgoa.org/job/maya-hr-solutions-sanquelim-internship-it-internship/
AI TOOLS TRAINER & DEVELOPER,AI Business School,Panjim,PART-TIME,Posted 4 months ago,https://startupgoa.org/job/ai-business-school-goa-part-time-ai-tools-trainer-developer/
REACT-NATIVE DEVELOPER (FULL-STACK),Rescape Technologies Pvt. Ltd.,Margao,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/rescape-technologies-pvt-ltd-south-goa-full-time-react-native-developer-full-stack/
SALES EXECUTIVE (2 POSITIONS),Rodz Consulting,Mapusa,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/rodz-consulting-goa-full-time-sales-executive-2-positions/
TELESALES EXECUTIVE,New Vision Group Holding P. Ltd.,Mapusa,FULL-TIME,Posted 4 months ago,https://startupgoa.org/job/new-vision-group-holding-p-ltd-mapusa-goa-full-time-telesales-executive/
AN FASTENER SUPPLIER,AN Fastener Supplier,Vasco,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/an-fastener-supplier-india-full-time-an-fastener-supplier/
BACKEND DEVELOPER,Tentwenty Digital,Porvorim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/tentwenty-digital-goa-full-time-backend-developer/
FRONTEND DEVELOPER,Tentwenty Digital,Porvorim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/tentwenty-digital-goa-full-time-frontend-developer/
OFFICE EXECUTIVE,The Grit City,Panjim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/the-grit-city-goa-india-full-time-office-executive/
SOCIAL MEDIA DIGITAL MANAGER HAVING WORDPRESS DESIGN EXPERIENCE,CITIHOMES Realty,Porvorim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/citihomes-realty-north-goa-full-time-video-editor-and-social-media-manager-full-time/
DIGITAL MARKETING EXECUTIVE,Kilowott Agency Pvt. Ltd.,Porvorim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/kilowott-agency-pvt-ltd-porvorim-full-time-digital-marketing-executive/
ALFA INFRAPROP SOLAR SYSTEMS,Alfa Infraprop,Other,FREELANCE,Posted 5 months ago,https://startupgoa.org/job/alfa-infraprop-mumbai-maharashtra-india-freelance-alfa-infraprop-solar-systems/
EVENT PRODUCTION SUPERVISOR,KaiZen Events Goa,Other,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/kaizen-events-goa-goa-full-time-event-production-supervisor/
BACKEND DEVELOPER,Thalus Technologies Private Limited,Margao,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/thalus-technologies-private-limited-goa-india-full-time-backend-developer/
ACCOUNTS RECEIVABLE SPECIALIST,Jobs for Goan,Porvorim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/jobs-for-goan-porvorim-full-time-accounts-receivable-specialist/
BILLING SPECIALIST (OPERATIONS) – INTERNATIONAL BPO,Jobs for Goan,Porvorim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/jobs-for-goan-porvorim-full-time-billing-specialist-operations-international-bpo/
OPERATIONS EXECUTIVE – BACK OFFICE,Jobs for Goan,Panjim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/jobs-for-goan-st-inez-full-time-operations-executive-back-office/
OPERATIONS EXECUTIVE – CUSTOMER SERVICE,Jobs for Goan,Panjim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/jobs-for-goan-st-inez-full-time-operations-executive-customer-service/
CONFLICT ANALYST – LAWYER,Jobs for Goan,Porvorim,FULL-TIME,Posted 5 months ago,https://startupgoa.org/job/jobs-for-goan-porvorim-full-time-conflict-analyst-lawyer/
CYBERSECURITY CONSULTANT / ENGINEER (3–5 YEARS OF EXPERIENCE),Globalminds Ltd,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/globalminds-ltd-panaji-full-time-cybersecurity-consultant-engineer-3-5-years-of-experience/
JUNIOR CYBERSECURITY CONSULTANT / ENGINEER,Globalminds Ltd,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/globalminds-ltd-panaji-full-time-junior-cybersecurity-consultant-engineer/
JUNIOR PROJECT SPECIALIST– CIVIL/MECHANICAL/GIS ENGINEERING- HYBRID – PART TIME,AMDG COLLECTIVE LLP,Porvorim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/amdg-collective-llp-hybrid-full-time-junior-project-specialist-civil-mechanical-gis-engineering-hybrid/
CURB RAMP PROJECT SPECIALIST | ENTRY-LEVEL CIVIL/MECHANICAL/GIS – PART TIME – REMOTE,AMDG COLLECTIVE LLP,Porvorim,PART-TIME,Posted 6 months ago,https://startupgoa.org/job/amdg-collective-llp-goa-part-time-curb-ramp-project-specialist-entry-level-civil-mechanical-gis/
SOFTWARE TESTER,Sofueled,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/sofueled-full-time-software-tester/
PHP DEVELOPER – WFH,WebFills,Margao,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/webfills-work-from-home-full-time-php-developer-wfh/
INSIDE SALES,WebFills,Margao,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/webfills-margao-full-time-inside-sales/
SUPPORT ASSOCIATE,WebFills,Margao,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/webfills-margao-full-time-support-associate/
INTERNAL AUDITOR,Manisha Mohol and Associates,Margao,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/manisha-mohol-and-associates-cuncolim-and-ponda-full-time-internal-auditor/
SOCIAL MEDIA MANAGER,SNCE,Margao,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/snce-goa-full-time-social-media-manager/
MANAGER – IRON ORE PURCHASE,Zuari Global Trading LLP,Vasco,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/zuari-global-trading-llp-sancoale-goa-full-time-manager-iron-ore-purchase/
REAL ESTATE ARCHITECT,Zuari Global Trading LLP,Vasco,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/zuari-global-trading-llp-sancoale-goa-full-time-real-estate-architect/
ACCOUNTS MANAGER,Zuari Global Trading LLP,Vasco,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/zuari-global-trading-llp-sancoale-goa-full-time-accounts-manager/
LEGAL MANAGER – REAL ESTATE,Zuari Global Trading LLP,Vasco,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/zuari-global-trading-llp-sancoale-goa-full-time-legal-manager-real-estate/
SALES EXECUTIVE- GOA,IDITRI Techno Solutions Pvt Ltd,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/iditri-techno-solutions-pvt-ltd-goa-full-time-sales-executive-goa/
FIELD SERVICE IT ENGINEER – GOA,IDITRI Techno Solutions Pvt Ltd,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/iditri-techno-solutions-pvt-ltd-goa-full-time-field-service-it-engineer-goa/
BUSINESS DEVELOPMENT EXECUTIVE,MAGAS Services,Margao,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/magas-services-full-time-business-development-executive/
SENIOR SALES EXECUTIVE (MIN 2 YEARS EXPERIENCE),Cruising Club India,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/cruising-club-india-panaji-goa-full-time-senior-sales-executive-min-2-years-experience/
JUNIOR FULL STACK DEVELOPER,Globalminds Ltd,Panjim,INTERNSHIP,Posted 6 months ago,https://startupgoa.org/job/globalminds-ltd-panaji-internship-junior-full-stack-developer/
BILLING & INVOICING EXECUTIVE,Globalminds Ltd,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/globalminds-ltd-panaji-full-time-billing-invoicing-executive/
ADMIN EXECUTIVE,Globalminds Ltd,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/globalminds-ltd-panaji-full-time-admin-executive/
SOFTWARE DEVELOPMENT ENGINEER (FULL STACK),Rescape Technologies Private Limited,Margao,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/rescape-technologies-private-limited-south-goa-full-time-software-development-engineer-full-stack/
"DIGITAL DESIGN ASSOCIATE (FULL-TIME, IN-OFFICE AT PATTO, PANJIM)",InnerGram,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/innergram-patto-panjim-full-time-digital-design-associate/
"RESEARCH & SOCIAL MEDIA ANALYST (FULL-TIME, IN-OFFICE AT PATTO, PANJIM)",InnerGram,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/innergram-patto-panjim-full-time-research-social-media-analyst-full-time-in-office-at-patto-panjim/
MOBILE APPLICATION DEVELOPER-GOA,New Vision Group Holding P. Ltd.,Mapusa,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/new-vision-group-holding-p-ltd-goa-full-time-mobile-application-developer-goa/
BUSINESS DEVELOPMENT MANAGER (FRESHERS WELCOME!),Appscale Media,Mapusa,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/appscale-media-full-time-business-development-manager-freshers-welcome/
FULL-STACK DEVELOPER,Goldu Private Limited,Panjim,FULL-TIME,Posted 6 months ago,https://startupgoa.org/job/goldu-private-limited-goa-full-time-full-stack-developer/
VIDEOGRAPHER BASED IN GOA,New Vision Group Holding P. Ltd.,Mapusa,FREELANCE,Posted 7 months ago,https://startupgoa.org/job/new-vision-group-holding-p-ltd-freelance-videographer-based-in-goa/
JUNIOR/MID LEVEL ACCOUNTS & BACK OFFICE EXECUTIVE,fishermanshub.com,Mapusa,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/fishermanshub-com-mapusa-goa-full-time-junior-mid-level-accounts-back-office-executive/
SOCIAL MEDIA CONTENT CREATOR,Sofueled,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/sofueled-full-time-social-media-content-creator/
GEN AI ENGINEER,Mclaren Strategic Solutions,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/mclaren-strategic-solutions-full-time-gen-ai-engineer/
NODEJS BACKEND DEVELOPER – GOA,New Vision Group Holding P. Ltd.,Mapusa,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/new-vision-group-holding-p-ltd-full-time-nodejs-backend-developer-goa/
MOBILE APPLICATION DEVELOPER,Photojaanic,Mapusa,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/photojaanic-mapusa-goa-full-time-mobile-application-developer/
JUNIOR WEB DEVELOPER,Sofueled,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/sofueled-full-time-junior-web-developer/
HR INTERN,SA Consultancy Goa,Panjim,INTERNSHIP,Posted 7 months ago,https://startupgoa.org/job/sa-consultancy-goa-remote-internship-hr-intern/
BACKEND DEVELOPER,Photojaanic,Mapusa,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/photojaanic-mapusa-hybrid-full-time-backend-developer/
CONTENT CREATOR,Brewiti,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/brewiti-st-inez-full-time-content-creator-2/
SOCIAL MEDIA EXECUTIVE,Brewiti,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/brewiti-st-inez-full-time-social-media-executive/
SOCIAL MEDIA MANAGER,GOA TOURS,Calangute,PART-TIME,Posted 7 months ago,https://startupgoa.org/job/goa-tours-siolim-part-time-social-media-manager/
PYTHON DEVELOPER,Goldu Private Limited,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/goldu-private-limited-goa-full-time-python-developer/
TRUCK DRIVER,Lumasonic Tech Rental Pvt Ltd,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/lumasonic-tech-rental-pvt-ltd-panjim-full-time-truck-driver/
LIGHTING TECHNICIAN,Lumasonic Tech Rental Pvt Ltd,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/lumasonic-tech-rental-pvt-ltd-panjim-full-time-lighting-technician/
EVENT HELPER,Lumasonic Tech Rental Pvt Ltd,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/lumasonic-tech-rental-pvt-ltd-panjim-full-time-event-helper/
